Epoch 1/200, Train Loss: 0.0008748573812408722, Val Loss: 7.201940985396505e-05, L2 Loss: 0.018979888736851767, LInf Loss: 0.1364779567718506
Epoch 175/200, Train Loss: 3.8045557988652945e-06, Val Loss: 1.2621922141988762e-05, L2 Loss: 0.007950519516976612, LInf Loss: 0.06243282213807106
Epoch 176/200, Train Loss: 5.204566524525944e-06, Val Loss: 5.98290031120996e-06, L2 Loss: 0.005459573712134312, LInf Loss: 0.06093658968806267
Epoch 177/200, Train Loss: 4.367375786955563e-06, Val Loss: 4.816610990019399e-06, L2 Loss: 0.004893962716403073, LInf Loss: 0.06039691984653473
Epoch 178/200, Train Loss: 4.99300052297258e-06, Val Loss: 3.1338929420599015e-06, L2 Loss: 0.003926544413407954, LInf Loss: 0.060288356840610506
Epoch 179/200, Train Loss: 4.274464789375543e-06, Val Loss: 4.741717220895225e-06, L2 Loss: 0.004861970349067345, LInf Loss: 0.05684589579701424
Epoch 180/200, Train Loss: 4.2472414003214e-06, Val Loss: 4.098946283193072e-06, L2 Loss: 0.0045110253298585885, LInf Loss: 0.05644038394093513
Epoch 181/200, Train Loss: 4.462432538616668e-06, Val Loss: 2.5472529023318203e-06, L2 Loss: 0.0035395081075903488, LInf Loss: 0.05445332527160644
Epoch 182/200, Train Loss: 3.4518940898919934e-06, Val Loss: 2.9606296993733848e-06, L2 Loss: 0.003823567612530433, LInf Loss: 0.05507054343819618
Epoch 183/200, Train Loss: 3.0298973206299706e-06, Val Loss: 3.5087203195871553e-06, L2 Loss: 0.004173736301653538, LInf Loss: 0.05439057841897011
Epoch 184/200, Train Loss: 4.068728301263036e-06, Val Loss: 2.0506717191892675e-06, L2 Loss: 0.003165016645554694, LInf Loss: 0.05274671092629433
Epoch 185/200, Train Loss: 3.3866048448771836e-06, Val Loss: 3.876878045048216e-06, L2 Loss: 0.004393892540157191, LInf Loss: 0.05269003838300705
Epoch 186/200, Train Loss: 3.641144135428931e-06, Val Loss: 1.7318070786132012e-06, L2 Loss: 0.0029035663464764563, LInf Loss: 0.052194983810186384
Epoch 187/200, Train Loss: 3.249390655355455e-06, Val Loss: 1.950579521690088e-06, L2 Loss: 0.0030851999001027092, LInf Loss: 0.05235620945692063
Epoch 188/200, Train Loss: 3.148089202795745e-06, Val Loss: 5.038054769102018e-06, L2 Loss: 0.005019453519011197, LInf Loss: 0.05071543604135513
Epoch 189/200, Train Loss: 3.378123460322513e-06, Val Loss: 7.704731960984646e-06, L2 Loss: 0.0062117967213669864, LInf Loss: 0.05372845947742462
Epoch 190/200, Train Loss: 3.3871452112066438e-06, Val Loss: 3.5629167541628703e-06, L2 Loss: 0.004210516086063272, LInf Loss: 0.05125693202018738
Epoch 191/200, Train Loss: 3.2908643731843766e-06, Val Loss: 6.014780656187213e-06, L2 Loss: 0.005487285192232076, LInf Loss: 0.05103219509124756
Epoch 192/200, Train Loss: 2.6246438909538485e-06, Val Loss: 2.161374427487317e-06, L2 Loss: 0.003269667522781281, LInf Loss: 0.049687836468219754
Epoch 193/200, Train Loss: 2.648423257483046e-06, Val Loss: 4.0184663248510334e-06, L2 Loss: 0.004478076647405754, LInf Loss: 0.04851556420326233
Epoch 194/200, Train Loss: 2.4515687266557507e-06, Val Loss: 2.903638264797337e-06, L2 Loss: 0.0038007446184550246, LInf Loss: 0.047731374353170396
Epoch 195/200, Train Loss: 2.55389221877067e-06, Val Loss: 4.899983487121063e-06, L2 Loss: 0.004950500010510947, LInf Loss: 0.045988677591085436
Epoch 196/200, Train Loss: 2.5044412987540455e-06, Val Loss: 3.2712924848965486e-06, L2 Loss: 0.004039626270824216, LInf Loss: 0.045634057372808456
Epoch 197/200, Train Loss: 2.6644054651114857e-06, Val Loss: 1.8714989164436702e-06, L2 Loss: 0.003036495472820303, LInf Loss: 0.04382197767496109
Epoch 198/200, Train Loss: 2.246243992658492e-06, Val Loss: 6.311425704552676e-06, L2 Loss: 0.005623784522487692, LInf Loss: 0.04330738976597786
Epoch 199/200, Train Loss: 2.2887517329195363e-06, Val Loss: 1.9226527319915478e-06, L2 Loss: 0.003085184722497271, LInf Loss: 0.0439683948457241
Epoch 200/200, Train Loss: 2.775400113534943e-06, Val Loss: 2.3757960479997563e-06, L2 Loss: 0.0034355396207298087, LInf Loss: 0.04244745299220085
